SRR5150740	outgroup	Aureolaria-pectinata-SRR5150740
SRR11934227	outgroup	Lindenbergia-muraria-SRR11934227
DRR082665	outgroup	Melampyrum-roseum-DRR082665
DRR234970	outgroup	Phtheirospermum-japonicum-DRR234970
SRR11748982	outgroup	Rehmannia-glutinosa-SRR11748982
SRR104381	outgroup	Triphysaria-versicolor-SRR104381
